record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-01739,Madhubani,Paper,Hand Painting,Large,38.2,470,190,195,High,Moderate,East India,9140
SIH-01740,Channapatna,Wood,Lac Turning,Medium,4.5,190,40,30,Low,Standard,South India,1300
SIH-01741,Channapatna,Wood,Lac Turning,Medium,3.2,220,15,20,Low,Moderate,South India,830
SIH-01742,Kondapalli Toys,Soft Wood,Hand Painting,Small,3.6,160,30,25,Low,Moderate,South India,1100
SIH-01743,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,10.6,1400,160,150,Medium,Moderate,Central India,5110
SIH-01744,Madhubani,Paper,Hand Painting,Large,20.4,280,45,50,High,Moderate,East India,3940
SIH-01745,Phulkari,Cotton,Hand Embroidery,Standard,40.0,460,105,120,Medium,Standard,North India,9380
SIH-01746,Phulkari,Cotton,Hand Embroidery,Standard,40.9,380,150,95,Medium,Standard,North India,7150
SIH-01747,Channapatna,Wood,Lac Turning,Large,5.6,240,40,50,Medium,Standard,South India,1430
SIH-01748,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.1,1010,105,130,Medium,High,Central India,4990
SIH-01749,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,30.3,1040,240,195,Low,Light,North India,8970
SIH-01750,Sandalwood Carving,Sandalwood,Wood Carving,Medium,37.1,1410,300,355,Medium,Moderate,South India,14780
SIH-01751,Thanjavur Painting,Wood,Gold Leaf Work,Medium,50.6,2430,315,475,High,Moderate,South India,26490
SIH-01752,Kondapalli Toys,Soft Wood,Hand Painting,Large,11.0,260,30,60,High,Standard,South India,2000
SIH-01753,Thanjavur Painting,Wood,Gold Leaf Work,Medium,31.9,3690,365,430,High,Light,South India,18670
SIH-01754,Blue Pottery,Ceramic,Glazing,Large,5.7,420,55,65,Medium,Standard,West India,1640
SIH-01755,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.3,230,15,20,Low,Standard,South India,580
SIH-01756,Channapatna,Wood,Lac Turning,Medium,2.6,160,15,20,Low,Standard,South India,770
SIH-01757,Phulkari,Cotton,Hand Embroidery,Standard,29.5,800,65,130,Medium,Light,North India,6400
SIH-01758,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,25.0,1610,300,325,Medium,Moderate,Central India,8930
SIH-01759,Kalamkari,Cotton,Block Printing,Large,22.7,400,95,100,Medium,Standard,South India,5420
SIH-01760,Pipili Applique,Cotton,Applique,Large,17.0,300,45,45,Medium,Standard,East India,3130
SIH-01761,Dhokra,Brass,Lost Wax Casting,Small,6.0,1120,60,135,Medium,Light,Central India,3570
SIH-01762,Pashmina,Pashmina Wool,Hand Embroidery,Standard,84.9,5250,560,380,Medium,Standard,North India,32570
SIH-01763,Madhubani,Paper,Hand Painting,Small,22.2,120,60,90,Low,Light,East India,4660
SIH-01764,Madhubani,Paper,Hand Painting,Large,35.4,280,60,140,High,Standard,East India,6860
SIH-01765,Channapatna,Wood,Lac Turning,Small,2.4,110,15,25,Low,Standard,South India,660
SIH-01766,Madhubani,Paper,Hand Painting,Small,21.7,140,55,80,Low,High,East India,5120
SIH-01767,Dhokra,Brass,Lost Wax Casting,Large,34.5,1100,150,360,High,Light,Central India,8540
SIH-01768,Blue Pottery,Ceramic,Glazing,Small,1.7,200,20,20,Low,Standard,West India,600
SIH-01769,Phulkari,Cotton,Hand Embroidery,Standard,54.9,640,165,250,High,High,North India,10520
SIH-01770,Phulkari,Cotton,Hand Embroidery,Standard,29.1,640,135,145,Medium,Light,North India,7250
SIH-01771,Blue Pottery,Ceramic,Glazing,Small,1.2,110,15,25,Low,Standard,West India,420
SIH-01772,Madhubani,Paper,Hand Painting,Medium,44.6,210,90,135,Medium,High,East India,10910
SIH-01773,Sikki Craft,Sikki Grass,Hand Weaving,Medium,6.7,140,25,45,Medium,Moderate,East India,1270
SIH-01774,Channapatna,Wood,Lac Turning,Medium,2.7,120,15,20,Low,Standard,South India,570
SIH-01775,Blue Pottery,Ceramic,Glazing,Medium,4.3,190,50,35,Low,Light,West India,1240
SIH-01776,Madhubani,Paper,Hand Painting,Small,17.9,200,55,60,Low,Moderate,East India,3170
SIH-01777,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,17.3,1340,175,310,Medium,Standard,Central India,7390
SIH-01778,Terracotta,Clay,Hand Moulding,Small,2.8,100,15,20,Low,Standard,East India,610
SIH-01779,Thanjavur Painting,Wood,Gold Leaf Work,Small,20.4,1600,170,405,Medium,Standard,South India,12770
SIH-01780,Dhokra,Brass,Lost Wax Casting,Small,11.5,420,120,125,Low,Moderate,Central India,3840
SIH-01781,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.2,170,15,20,Low,Standard,South India,470
SIH-01782,Pashmina,Pashmina Wool,Hand Embroidery,Standard,99.9,7090,510,955,Medium,Light,North India,47720
SIH-01783,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,39.5,2800,440,495,High,Standard,Central India,14970
SIH-01784,Dhokra,Brass,Lost Wax Casting,Medium,6.2,1270,55,150,Medium,Standard,Central India,3410
SIH-01785,Madhubani,Paper,Hand Painting,Medium,19.4,140,55,95,Medium,Moderate,East India,4590
SIH-01786,Pipili Applique,Cotton,Applique,Large,13.7,460,55,45,High,High,East India,2830
SIH-01787,Pipili Applique,Cotton,Applique,Small,5.3,360,30,25,Low,Standard,East India,1580
SIH-01788,Terracotta,Clay,Hand Moulding,Medium,3.9,200,20,25,Low,Moderate,East India,950
SIH-01789,Pashmina,Pashmina Wool,Hand Embroidery,Standard,155.0,5140,815,770,High,Moderate,North India,50110
SIH-01790,Kutch Embroidery,Cotton,Hand Embroidery,Large,40.8,700,135,175,High,Standard,West India,8560
SIH-01791,Blue Pottery,Ceramic,Glazing,Large,2.4,300,20,45,Medium,Light,West India,960
SIH-01792,Banarasi,Silk,Handloom Weaving,Standard,97.1,4820,325,520,High,Standard,North India,34680
SIH-01793,Thanjavur Painting,Wood,Gold Leaf Work,Medium,51.8,3610,695,425,High,High,South India,28780
SIH-01794,Blue Pottery,Ceramic,Glazing,Large,4.8,400,35,70,Medium,Standard,West India,1380
SIH-01795,Terracotta,Clay,Hand Moulding,Small,4.0,180,20,45,Low,Light,East India,1010
SIH-01796,Blue Pottery,Ceramic,Glazing,Medium,4.0,260,25,50,Low,Standard,West India,1090
SIH-01797,Kondapalli Toys,Soft Wood,Hand Painting,Medium,8.7,410,45,55,Medium,Standard,South India,2350
SIH-01798,Madhubani,Paper,Hand Painting,Medium,23.6,130,80,125,Medium,Moderate,East India,5090
SIH-01799,Dhokra,Brass,Lost Wax Casting,Small,14.7,920,105,210,Low,Standard,Central India,5920
SIH-01800,Madhubani,Paper,Hand Painting,Small,7.2,90,15,25,Low,Standard,East India,1540
SIH-01801,Blue Pottery,Ceramic,Glazing,Medium,3.9,180,20,35,Low,Standard,West India,850
SIH-01802,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,9.2,1060,85,125,Low,Light,Central India,3710
SIH-01803,Pashmina,Pashmina Wool,Hand Embroidery,Standard,106.1,6390,330,780,Medium,Light,North India,38130
SIH-01804,Banarasi,Silk,Handloom Weaving,Standard,47.4,4160,195,240,Medium,Standard,North India,16220
SIH-01805,Channapatna,Wood,Lac Turning,Medium,2.9,170,20,25,Low,Standard,South India,730
SIH-01806,Dhokra,Brass,Lost Wax Casting,Small,7.5,580,80,115,Low,Standard,Central India,2830
SIH-01807,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,33.7,2970,385,440,High,Light,Central India,12950
SIH-01808,Banarasi,Silk,Handloom Weaving,Standard,91.9,7230,240,710,Medium,Light,North India,33290
SIH-01809,Thanjavur Painting,Wood,Gold Leaf Work,Large,33.2,5320,405,385,High,Light,South India,20660
SIH-01810,Terracotta,Clay,Hand Moulding,Small,2.8,90,15,20,Low,Moderate,East India,480
SIH-01811,Channapatna,Wood,Lac Turning,Small,1.4,180,15,20,Low,Moderate,South India,540
SIH-01812,Blue Pottery,Ceramic,Glazing,Medium,1.5,180,15,20,Low,Standard,West India,560
SIH-01813,Dhokra,Brass,Lost Wax Casting,Small,11.0,1350,175,185,Medium,High,Central India,5560
SIH-01814,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,34.9,1690,310,450,Medium,Moderate,Central India,12450
SIH-01815,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,42.5,2160,240,360,High,Moderate,Central India,13620
SIH-01816,Channapatna,Wood,Lac Turning,Medium,5.0,170,45,55,Low,Standard,South India,1490
SIH-01817,Kutch Embroidery,Cotton,Hand Embroidery,Large,28.7,630,80,120,High,Standard,West India,5330
SIH-01818,Blue Pottery,Ceramic,Glazing,Small,2.1,240,35,25,Low,Standard,West India,840
SIH-01819,Terracotta,Clay,Hand Moulding,Medium,2.9,170,15,25,Low,Light,East India,640
SIH-01820,Phulkari,Cotton,Hand Embroidery,Standard,7.2,620,45,45,Medium,Light,North India,2660
SIH-01821,Phulkari,Cotton,Hand Embroidery,Standard,28.5,650,110,115,Medium,Standard,North India,6440
SIH-01822,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,58.3,1500,235,380,High,Standard,North India,15700
SIH-01823,Dhokra,Brass,Lost Wax Casting,Medium,19.9,2150,125,235,Medium,Light,Central India,8230
SIH-01824,Pipili Applique,Cotton,Applique,Medium,10.2,340,35,55,Medium,Light,East India,2460
SIH-01825,Sandalwood Carving,Sandalwood,Wood Carving,Large,60.7,3890,495,660,High,Light,South India,21940
SIH-01826,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.0,190,15,20,Low,Standard,South India,510
SIH-01827,Banarasi,Silk,Handloom Weaving,Standard,115.2,7040,410,950,High,Standard,North India,50170
SIH-01828,Pipili Applique,Cotton,Applique,Large,18.5,750,100,60,High,Standard,East India,4730
SIH-01829,Thanjavur Painting,Wood,Gold Leaf Work,Small,15.8,2270,230,280,Medium,Standard,South India,9220
SIH-01830,Pipili Applique,Cotton,Applique,Large,28.4,300,85,135,High,Moderate,East India,4400
SIH-01831,Pashmina,Pashmina Wool,Hand Embroidery,Standard,43.2,4830,365,345,Medium,Standard,North India,20950
SIH-01832,Phulkari,Cotton,Hand Embroidery,Standard,46.2,370,220,235,High,Moderate,North India,14600
SIH-01833,Moradabad Metal Craft,Brass,Metal Engraving,Small,13.9,1220,70,195,Low,High,North India,4600
SIH-01834,Terracotta,Clay,Hand Moulding,Medium,5.4,160,25,50,Low,Standard,East India,1120
SIH-01835,Sikki Craft,Sikki Grass,Hand Weaving,Small,1.5,100,15,20,Low,Moderate,East India,370
SIH-01836,Madhubani,Paper,Hand Painting,Large,20.0,210,70,85,Medium,Standard,East India,4260
SIH-01837,Phulkari,Cotton,Hand Embroidery,Standard,17.5,420,90,115,High,Light,North India,4790
SIH-01838,Pipili Applique,Cotton,Applique,Medium,10.5,400,25,75,Medium,Moderate,East India,2710
SIH-01839,Blue Pottery,Ceramic,Glazing,Large,6.4,330,60,60,Medium,Standard,West India,1760
SIH-01840,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,28.0,1860,135,330,High,Standard,North India,8090
SIH-01841,Blue Pottery,Ceramic,Glazing,Medium,4.1,210,20,50,Low,Standard,West India,970
SIH-01842,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,14.2,1010,110,255,Low,Standard,Central India,5790
SIH-01843,Sandalwood Carving,Sandalwood,Wood Carving,Medium,39.8,1970,400,420,Medium,Standard,South India,14860
SIH-01844,Blue Pottery,Ceramic,Glazing,Large,4.6,370,55,65,Medium,Standard,West India,1420
SIH-01845,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,28.9,1660,200,370,Medium,Light,Central India,11940
SIH-01846,Kutch Embroidery,Cotton,Hand Embroidery,Medium,31.0,310,120,155,Medium,Standard,West India,7250
SIH-01847,Channapatna,Wood,Lac Turning,Large,6.4,220,55,40,Low,Standard,South India,1760
SIH-01848,Blue Pottery,Ceramic,Glazing,Small,2.8,160,20,35,Low,Standard,West India,670
SIH-01849,Kutch Embroidery,Cotton,Hand Embroidery,Small,13.3,450,60,80,Low,Standard,West India,3620
SIH-01850,Kalamkari,Cotton,Block Printing,Medium,15.4,500,80,60,Low,Standard,South India,4120
SIH-01851,Banarasi,Silk,Handloom Weaving,Standard,67.8,4770,345,370,High,Standard,North India,24890
SIH-01852,Blue Pottery,Ceramic,Glazing,Small,2.7,190,30,30,Low,Moderate,West India,710
SIH-01853,Moradabad Metal Craft,Brass,Metal Engraving,Medium,17.5,2150,215,195,Medium,Light,North India,7750
SIH-01854,Dhokra,Brass,Lost Wax Casting,Small,16.3,990,120,135,Medium,High,Central India,4890
SIH-01855,Kondapalli Toys,Soft Wood,Hand Painting,Medium,3.2,350,15,25,Medium,Moderate,South India,1330
SIH-01856,Sandalwood Carving,Sandalwood,Wood Carving,Small,25.1,1210,130,200,Low,Standard,South India,7260
SIH-01857,Blue Pottery,Ceramic,Glazing,Small,1.8,150,15,25,Low,Moderate,West India,580
SIH-01858,Channapatna,Wood,Lac Turning,Small,4.4,130,25,35,Low,Light,South India,940
SIH-01859,Blue Pottery,Ceramic,Glazing,Medium,2.6,190,25,50,Low,Standard,West India,800
SIH-01860,Blue Pottery,Ceramic,Glazing,Medium,3.4,320,30,30,Low,Standard,West India,1120
SIH-01861,Moradabad Metal Craft,Brass,Metal Engraving,Small,9.8,1300,120,160,Low,Light,North India,4960
SIH-01862,Terracotta,Clay,Hand Moulding,Medium,2.2,160,15,20,Low,Standard,East India,610
SIH-01863,Madhubani,Paper,Hand Painting,Large,36.6,430,115,110,High,Moderate,East India,7320
SIH-01864,Channapatna,Wood,Lac Turning,Medium,1.7,90,15,20,Low,Light,South India,520
SIH-01865,Banarasi,Silk,Handloom Weaving,Standard,70.2,5650,240,350,High,Moderate,North India,31650
SIH-01866,Sikki Craft,Sikki Grass,Hand Weaving,Medium,5.8,140,25,45,Medium,Light,East India,1370
SIH-01867,Sandalwood Carving,Sandalwood,Wood Carving,Large,75.0,2650,620,500,High,Light,South India,26670
SIH-01868,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,15.5,1670,230,260,Medium,Light,Central India,6430
SIH-01869,Blue Pottery,Ceramic,Glazing,Small,1.6,230,15,20,Low,Light,West India,600
SIH-01870,Pashmina,Pashmina Wool,Hand Embroidery,Standard,101.1,5010,465,785,Medium,Light,North India,41540
SIH-01871,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,31.0,1840,325,320,High,Moderate,North India,12790
SIH-01872,Blue Pottery,Ceramic,Glazing,Large,5.0,520,60,85,Medium,Light,West India,1860
SIH-01873,Blue Pottery,Ceramic,Glazing,Small,3.6,220,45,50,Low,Moderate,West India,1120
SIH-01874,Pipili Applique,Cotton,Applique,Large,14.6,560,45,55,High,Moderate,East India,3280
SIH-01875,Sandalwood Carving,Sandalwood,Wood Carving,Medium,34.4,3920,300,395,High,Moderate,South India,17720
SIH-01876,Kondapalli Toys,Soft Wood,Hand Painting,Large,3.3,260,25,35,Medium,Standard,South India,980
SIH-01877,Blue Pottery,Ceramic,Glazing,Large,4.6,610,65,85,Medium,Standard,West India,1940
SIH-01878,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,40.5,1280,270,430,High,Standard,North India,12320
SIH-01879,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.6,180,15,20,Low,Moderate,South India,650
SIH-01880,Blue Pottery,Ceramic,Glazing,Large,6.9,400,40,55,Medium,Standard,West India,1750
SIH-01881,Pashmina,Pashmina Wool,Hand Embroidery,Standard,70.7,5120,460,645,Medium,Standard,North India,31780
SIH-01882,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,26.8,850,130,250,Medium,Light,North India,7990
SIH-01883,Pipili Applique,Cotton,Applique,Large,28.1,440,130,110,High,Moderate,East India,6800
SIH-01884,Kalamkari,Cotton,Block Printing,Small,5.4,300,25,35,Low,High,South India,1710
SIH-01885,Madhubani,Paper,Hand Painting,Small,13.5,120,40,45,Low,Light,East India,2320
SIH-01886,Kondapalli Toys,Soft Wood,Hand Painting,Small,4.0,150,20,30,Low,Standard,South India,820
SIH-01887,Pashmina,Pashmina Wool,Hand Embroidery,Standard,59.8,6300,325,560,Medium,Standard,North India,24330
SIH-01888,Blue Pottery,Ceramic,Glazing,Small,3.6,280,40,40,Low,Moderate,West India,1060
SIH-01889,Channapatna,Wood,Lac Turning,Small,2.0,120,15,20,Low,Standard,South India,470
SIH-01890,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.7,210,20,40,Low,Standard,South India,990
SIH-01891,Banarasi,Silk,Handloom Weaving,Standard,56.4,6220,365,450,Medium,Standard,North India,30390
SIH-01892,Pipili Applique,Cotton,Applique,Small,4.9,160,15,20,Low,Standard,East India,960
SIH-01893,Blue Pottery,Ceramic,Glazing,Medium,4.8,300,60,40,Low,Moderate,West India,1490
SIH-01894,Blue Pottery,Ceramic,Glazing,Small,2.0,150,25,30,Low,Standard,West India,680
SIH-01895,Blue Pottery,Ceramic,Glazing,Small,3.5,130,20,50,Low,Light,West India,870
SIH-01896,Blue Pottery,Ceramic,Glazing,Large,7.1,280,50,50,Medium,Light,West India,1920
SIH-01897,Dhokra,Brass,Lost Wax Casting,Large,28.5,2520,330,240,High,Moderate,Central India,10550
SIH-01898,Thanjavur Painting,Wood,Gold Leaf Work,Large,31.0,4060,385,440,High,Standard,South India,21920
SIH-01899,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,5.9,630,95,125,Low,Moderate,Central India,2820
SIH-01900,Thanjavur Painting,Wood,Gold Leaf Work,Large,32.7,5380,465,680,High,Moderate,South India,22840
SIH-01901,Banarasi,Silk,Handloom Weaving,Standard,86.2,3550,290,295,Medium,Standard,North India,27520
SIH-01902,Pashmina,Pashmina Wool,Hand Embroidery,Standard,78.6,4700,280,350,Medium,Standard,North India,30210
SIH-01903,Channapatna,Wood,Lac Turning,Small,4.3,120,20,35,Low,Light,South India,1050
SIH-01904,Pashmina,Pashmina Wool,Hand Embroidery,Standard,149.5,5070,495,915,High,High,North India,60380
SIH-01905,Terracotta,Clay,Hand Moulding,Large,8.0,170,55,40,Medium,Standard,East India,1540
SIH-01906,Sandalwood Carving,Sandalwood,Wood Carving,Medium,49.3,1830,270,335,Medium,Standard,South India,13050
SIH-01907,Terracotta,Clay,Hand Moulding,Small,5.2,120,25,35,Low,Standard,East India,980
SIH-01908,Blue Pottery,Ceramic,Glazing,Large,4.8,540,40,60,Medium,Standard,West India,1560
SIH-01909,Phulkari,Cotton,Hand Embroidery,Standard,66.6,470,200,280,High,Light,North India,13350
SIH-01910,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,34.0,1450,150,250,High,Light,North India,9210
SIH-01911,Pipili Applique,Cotton,Applique,Medium,12.0,330,65,65,Medium,Light,East India,2840
SIH-01912,Banarasi,Silk,Handloom Weaving,Standard,124.9,6410,725,565,Medium,Standard,North India,45900
SIH-01913,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,25.5,1240,220,295,High,High,North India,8600
SIH-01914,Thanjavur Painting,Wood,Gold Leaf Work,Small,47.7,1950,510,695,Medium,Standard,South India,26110
SIH-01915,Phulkari,Cotton,Hand Embroidery,Standard,30.4,790,130,115,High,Moderate,North India,7590
SIH-01916,Moradabad Metal Craft,Brass,Metal Engraving,Medium,9.4,1460,130,175,Medium,Light,North India,4120
SIH-01917,Banarasi,Silk,Handloom Weaving,Standard,110.5,3330,500,815,High,Light,North India,41100
SIH-01918,Dhokra,Brass,Lost Wax Casting,Large,12.8,2560,105,160,High,Moderate,Central India,7410
SIH-01919,Sandalwood Carving,Sandalwood,Wood Carving,Large,56.5,3980,505,460,High,Moderate,South India,20240
SIH-01920,Pipili Applique,Cotton,Applique,Small,3.2,240,15,20,Low,Standard,East India,750
SIH-01921,Blue Pottery,Ceramic,Glazing,Small,2.7,230,20,35,Low,High,West India,930
SIH-01922,Kutch Embroidery,Cotton,Hand Embroidery,Small,23.6,300,85,135,Medium,Moderate,West India,7080
SIH-01923,Madhubani,Paper,Hand Painting,Medium,10.5,280,45,60,Medium,Standard,East India,2650
SIH-01924,Kalamkari,Cotton,Block Printing,Small,3.8,530,15,40,Low,Moderate,South India,1480
SIH-01925,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.4,160,20,20,Low,Light,South India,680
SIH-01926,Sikki Craft,Sikki Grass,Hand Weaving,Small,1.8,80,15,20,Low,Standard,East India,390
SIH-01927,Madhubani,Paper,Hand Painting,Small,20.7,150,45,70,Low,Light,East India,4070
SIH-01928,Dhokra,Brass,Lost Wax Casting,Small,4.7,1240,70,125,Medium,Light,Central India,2930
SIH-01929,Pashmina,Pashmina Wool,Hand Embroidery,Standard,67.0,6090,270,575,High,Light,North India,24800
SIH-01930,Kutch Embroidery,Cotton,Hand Embroidery,Small,14.0,220,40,65,Medium,High,West India,3600
SIH-01931,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,46.2,1510,215,330,High,High,North India,13570
SIH-01932,Channapatna,Wood,Lac Turning,Large,8.9,290,25,70,Medium,Light,South India,1740
SIH-01933,Kondapalli Toys,Soft Wood,Hand Painting,Large,8.6,570,30,70,Medium,Light,South India,2290
SIH-01934,Thanjavur Painting,Wood,Gold Leaf Work,Small,30.1,2290,225,240,Medium,High,South India,14380
SIH-01935,Kalamkari,Cotton,Block Printing,Medium,20.3,690,65,115,Medium,Moderate,South India,5410
SIH-01936,Banarasi,Silk,Handloom Weaving,Standard,104.3,4600,320,545,High,Standard,North India,34500
SIH-01937,Kalamkari,Cotton,Block Printing,Medium,15.0,400,45,95,Medium,High,South India,3850
SIH-01938,Blue Pottery,Ceramic,Glazing,Large,3.3,270,45,40,Medium,Light,West India,1100
SIH-01939,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,18.3,2370,140,385,High,Light,Central India,10070
SIH-01940,Sikki Craft,Sikki Grass,Hand Weaving,Medium,6.7,140,25,45,Medium,Light,East India,1420
SIH-01941,Thanjavur Painting,Wood,Gold Leaf Work,Medium,52.0,3480,585,650,High,Standard,South India,29340
SIH-01942,Kalamkari,Cotton,Block Printing,Small,11.5,430,35,85,Low,Moderate,South India,3100
SIH-01943,Moradabad Metal Craft,Brass,Metal Engraving,Small,12.9,1280,130,170,Low,Standard,North India,4750
SIH-01944,Pipili Applique,Cotton,Applique,Medium,4.4,350,20,25,Medium,Moderate,East India,1480
SIH-01945,Blue Pottery,Ceramic,Glazing,Medium,2.0,210,25,35,Low,Light,West India,720
SIH-01946,Terracotta,Clay,Hand Moulding,Large,9.8,310,85,90,Medium,Standard,East India,2270
