record_id,product,category,subcategory,state,data_type,generation_method,calibration_source,generated_at,dataset_version,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,actual_selling_price,craft,material,technique,region,size,direct_cost,market_reference_price,market_price_min,market_price_max,market_comparable_count
SIH-01323,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,24.3,1120,220,235,High,Light,8110,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,1575,13840.0,4730.0,21830.0,74.0
SIH-01324,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.5,210,60,90,Medium,Standard,1530,Blue Pottery,Ceramic,Glazing,West India,Large,360,1590.0,710.0,3370.0,250.0
SIH-01325,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.3,180,15,30,Medium,Standard,960,Sikki Craft,Sikki Grass,Hand Weaving,East India,Medium,225,1200.0,470.0,2940.0,89.0
SIH-01326,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,43.1,460,180,250,High,High,10130,Phulkari,Cotton,Hand Embroidery,North India,Standard,890,8470.0,2560.0,14630.0,240.0
SIH-01327,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.4,560,110,165,High,Moderate,5820,Pipili Applique,Cotton,Applique,East India,Large,835,3235.0,1180.0,6800.0,92.0
SIH-01328,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,49.1,300,75,180,High,High,8630,Madhubani,Paper,Hand Painting,East India,Large,555,7885.0,2690.0,19090.0,66.0
SIH-01329,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,41.6,770,155,155,Medium,Light,8110,Phulkari,Cotton,Hand Embroidery,North India,Standard,1080,8485.0,2560.0,14630.0,240.0
SIH-01330,Madhubani Painting,Painting,Folk Painting,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.0,210,60,80,Medium,Moderate,4930,Madhubani,Paper,Hand Painting,East India,Medium,350,4590.0,1130.0,12160.0,87.0
SIH-01331,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,60.8,4040,720,580,High,Light,26740,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,5340,19645.0,8760.0,29980.0,84.0
SIH-01332,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,2.2,220,30,25,Low,Standard,730,Blue Pottery,Ceramic,Glazing,West India,Small,275,780.0,320.0,1310.0,265.0
SIH-01333,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,128.5,5090,470,465,Medium,Standard,41850,Banarasi,Silk,Handloom Weaving,North India,Standard,6025,33625.0,15130.0,63680.0,248.0
SIH-01334,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.0,530,70,200,High,Moderate,8220,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,800,6000.0,2510.0,8990.0,89.0
SIH-01335,Kutch Embroidery Bag,Fashion,Bags,Gujarat,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,13.8,450,40,85,Medium,Standard,4170,Kutch Embroidery,Cotton,Hand Embroidery,West India,Medium,575,6050.0,2510.0,8990.0,89.0
SIH-01336,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,56.5,2130,265,540,High,Light,18470,Sandalwood Carving,Sandalwood,Wood Carving,South India,Large,2935,19855.0,8760.0,29980.0,84.0
SIH-01337,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.5,1800,185,220,High,Light,8850,Dhokra,Brass,Lost Wax Casting,Central India,Large,2205,9130.0,5170.0,11920.0,77.0
SIH-01338,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,12.5,960,60,85,Medium,Light,3610,Kalamkari,Cotton,Block Printing,South India,Large,1105,4740.0,1710.0,8830.0,69.0
SIH-01339,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,7.1,560,30,55,Low,Light,1980,Kalamkari,Cotton,Block Printing,South India,Medium,645,2675.0,1000.0,5860.0,84.0
SIH-01340,Moradabad Brass Lamp,Lighting,Metalware,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.2,960,45,125,Medium,Light,3050,Moradabad Metal Craft,Brass,Metal Engraving,North India,Medium,1130,5250.0,2060.0,9180.0,82.0
SIH-01341,Blue Pottery Plate,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.5,170,35,30,Low,Moderate,990,Blue Pottery,Ceramic,Glazing,West India,Small,235,770.0,320.0,1310.0,265.0
SIH-01342,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.8,290,40,45,Low,Standard,2120,Pipili Applique,Cotton,Applique,East India,Medium,375,2135.0,730.0,4630.0,78.0
SIH-01343,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,19.6,1140,135,265,Medium,Standard,7460,Dhokra,Brass,Lost Wax Casting,Central India,Medium,1540,6820.0,2480.0,11120.0,109.0
SIH-01344,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,10.4,270,60,75,Medium,Standard,1960,Terracotta,Clay,Hand Moulding,East India,Large,405,1540.0,480.0,2810.0,77.0
SIH-01345,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.9,790,120,90,Low,Standard,4240,Dhokra,Brass,Lost Wax Casting,Central India,Small,1000,3940.0,1500.0,9610.0,96.0
SIH-01346,Blue Pottery Vase,Home Decor,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.7,220,30,35,Low,Standard,870,Blue Pottery,Ceramic,Glazing,West India,Small,285,770.0,320.0,1310.0,265.0
SIH-01347,Sikki Grass Basket,Home Decor,Natural Fibre,Bihar,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,16.0,190,60,95,High,Standard,2400,Sikki Craft,Sikki Grass,Hand Weaving,East India,Large,345,2130.0,650.0,3170.0,72.0
SIH-01348,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,12.6,450,55,70,High,Standard,2700,Pipili Applique,Cotton,Applique,East India,Large,575,3315.0,1180.0,6800.0,92.0
SIH-01349,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.3,360,20,40,Low,Standard,2080,Kalamkari,Cotton,Block Printing,South India,Small,420,1760.0,840.0,3760.0,79.0
SIH-01350,Sandalwood Carving,Home Decor,Wood Craft,Karnataka,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,24.4,1960,145,380,Medium,Light,11190,Sandalwood Carving,Sandalwood,Wood Carving,South India,Medium,2485,15185.0,7370.0,29890.0,78.0
SIH-01351,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,6.4,420,15,35,Low,Standard,1610,Kalamkari,Cotton,Block Printing,South India,Small,470,1770.0,840.0,3760.0,79.0
SIH-01352,Kalamkari Wall Art,Painting,Textile Painting,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.3,420,25,20,Low,Moderate,1300,Kalamkari,Cotton,Block Printing,South India,Small,465,1770.0,840.0,3760.0,79.0
SIH-01353,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.5,190,65,100,Medium,Moderate,1800,Terracotta,Clay,Hand Moulding,East India,Large,355,1540.0,480.0,2810.0,77.0
SIH-01354,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,23.2,460,80,80,High,Moderate,5800,Pipili Applique,Cotton,Applique,East India,Large,620,3235.0,1180.0,6800.0,92.0
SIH-01355,Pashmina Shawl,Textiles,Shawl,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,55.5,4810,320,360,Medium,Standard,19150,Pashmina,Pashmina Wool,Hand Embroidery,North India,Standard,5490,29645.0,12200.0,62560.0,256.0
SIH-01356,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,30.0,410,110,110,Medium,Standard,5400,Phulkari,Cotton,Hand Embroidery,North India,Standard,630,8485.0,2560.0,14630.0,240.0
SIH-01357,Bastar Bell Metal Figure,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,9.4,1260,125,170,Medium,Moderate,4140,Bastar Dhokra,Bell Metal,Lost Wax Casting,Central India,Small,1555,4790.0,2570.0,9490.0,83.0
SIH-01358,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.2,110,30,25,Low,Standard,690,Blue Pottery,Ceramic,Glazing,West India,Small,165,780.0,320.0,1310.0,265.0
SIH-01359,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,101.1,5140,525,820,Medium,Standard,39050,Banarasi,Silk,Handloom Weaving,North India,Standard,6485,33625.0,15130.0,63680.0,248.0
SIH-01360,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,46.4,610,105,265,High,Light,9580,Phulkari,Cotton,Hand Embroidery,North India,Standard,980,8470.0,2560.0,14630.0,240.0
SIH-01361,Banarasi Silk Saree,Textiles,Saree,Uttar Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,45.7,3340,260,385,Medium,Standard,17810,Banarasi,Silk,Handloom Weaving,North India,Standard,3985,33640.0,15130.0,63680.0,248.0
SIH-01362,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,26.6,1650,175,385,Medium,Standard,8200,Dhokra,Brass,Lost Wax Casting,Central India,Medium,2210,6820.0,2480.0,11120.0,109.0
SIH-01363,Jaipur Blue Pottery Bowl,Tableware,Pottery,Rajasthan,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,4.2,210,20,50,Medium,Standard,1010,Blue Pottery,Ceramic,Glazing,West India,Large,280,1590.0,710.0,3370.0,250.0
SIH-01364,Thanjavur Painting,Painting,Traditional Painting,Tamil Nadu,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,19.1,1540,180,145,Medium,Moderate,9770,Thanjavur Painting,Wood,Gold Leaf Work,South India,Small,1865,15990.0,8220.0,29230.0,95.0
SIH-01365,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,14.3,1090,120,185,Medium,High,5960,Dhokra,Brass,Lost Wax Casting,Central India,Small,1395,3940.0,1500.0,9610.0,96.0
SIH-01366,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,51.8,800,265,445,Medium,Moderate,16860,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Medium,1510,10635.0,3610.0,21300.0,74.0
SIH-01367,Dhokra Figurine,Home Decor,Metal Craft,Chhattisgarh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,25.8,2150,245,350,High,Standard,8900,Dhokra,Brass,Lost Wax Casting,Central India,Large,2745,9130.0,5170.0,11920.0,77.0
SIH-01368,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.9,180,15,25,Low,Standard,850,Pipili Applique,Cotton,Applique,East India,Small,220,1265.0,560.0,2420.0,86.0
SIH-01369,Kashmir Walnut Box,Home Decor,Wood Craft,Jammu and Kashmir,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,48.8,2280,365,340,High,Moderate,19720,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,North India,Large,2985,13800.0,4730.0,21830.0,74.0
SIH-01370,Phulkari Dupatta,Textiles,Embroidery,Punjab,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,51.0,570,215,190,High,Moderate,12020,Phulkari,Cotton,Hand Embroidery,North India,Standard,975,8470.0,2560.0,14630.0,240.0
SIH-01371,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,3.4,120,25,20,Low,Standard,880,Kondapalli Toys,Soft Wood,Hand Painting,South India,Medium,165,1330.0,590.0,2720.0,77.0
SIH-01372,Pipili Applique Wall Hanging,Home Decor,Textile Craft,Odisha,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,8.3,310,35,55,Low,Standard,2140,Pipili Applique,Cotton,Applique,East India,Medium,400,2125.0,730.0,4630.0,78.0
SIH-01373,Kondapalli Doll,Toys,Wooden Toys,Andhra Pradesh,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,5.1,430,25,70,High,Moderate,1660,Kondapalli Toys,Soft Wood,Hand Painting,South India,Large,525,1920.0,980.0,2780.0,80.0
SIH-01374,Terracotta Decorative Pot,Home Decor,Pottery,West Bengal,synthetic,domain_informed_production_economics_with_market_calibration,IndiaHandmade current listings + domain-informed craft ranges,2026-09-11,2.0-final,1.8,160,25,20,Low,Light,590,Terracotta,Clay,Hand Moulding,East India,Medium,205,955.0,400.0,1830.0,86.0
